,replacement
33788,mtaa wa mbondole
33789,kamsamba kati
33791,miyomboni
33793,hudumani
33794,jj
33796,mabamba mjini
33803,umarini
33804,ndamba
33805,mkapita
33807,mitaga
33809,ngombezi
33810,kanalunwa
33815,mofi
33820,mengeni
33821,nyanzenda center
33824,usari
33825,mkapita
33827,isalalo
33830,nyamerama
33832,mofi
33834,ngerekwe
33835,mlesa
33840,izika
33843,kimbangulile
33844,nyamerama
33847,simha
33849,mbesi
33850,kamsamba kati
33854,mijelejele
33856,ishihimulwa
33860,wiri
33861,stand a
33863,wikichi
33864,mpondomo
33866,nyambili kaskazin
33867,ruponda
33868,kinepa
33872,omukashenyi
33873,nampako
33874,mgololo
33876,mbae mashariki
33878,m/kati
33880,lobulu
33881,mubamba
33885,mwira a
33887,sopa kati
33889,matanda
33890,kilungu
33895,ruvuma juu
33896,mdeme
33898,rabiro
33899,balangai
33900,lwanji
33901,nyabenge
33902,kimosonu
33904,mshoka
33905,difungo
33908,shambwe
33912,mparamawe
33913,kabwana
33921,kisondela
33928,isembuka
33929,godown a
33930,halare
33933,nsololo tankini
33935,igelango
33936,kamwene
33939,kambai
33941,kyangwe
33942,shungubweni
33947,no 1
33949,bukigi
33951,mtimbe
33952,bondo
33954,balangai
33955,simha
33958,kipera njiapanda
33964,mbae mashariki
33969,meshili
33974,isalalo
33975,arkaria
33976,miziro
33978,hemwambo
33982,nyabenge
33984,mabamba mjini
33985,gwiru
33989,lukobe
33992,onya
33995,eworendeke
33996,omukashenyi
33997,ngerezini
33998,moyamayoka
34003,mandangeni
34011,lyamrakana
34012,kabirizi mangaribi
34014,shuleni street
34015,reha
34019,lusangi
34021,ahakishaka
34022,mremre
34025,hilu
34027,embaruway
34030,lusangi
34032,chela center
34034,kigale
34035,itugutu
34038,mgwasi
34040,masumuni
34042,uvinza
34043,nduamughanga
34044,mubamba
34048,chiyanga
34052,moa
34053,kamambande
34054,mkorongoni
34055,magoti
34058,stahabu azimio
34059,chapuku
34066,mpuguso
34067,nyanghuluku
34068,sebuleni
34069,mkwaja
34072,marumbo
34074,buseko
34077,zongomela
34078,usisya kati
34085,chalinze mzee b
34090,mungumaji
34091,mininga a
34092,kapugi
34093,mtimbe
34094,mwantondo
34096,umarini
34099,mirambi
34100,kasulo
34101,simha
34102,kamwene
34103,imalangi
34104,kumkomakoma
34105,kabirizi mangaribi
34106,nsojo
34108,ikovo
34109,itungulu
34111,tewe
34112,kanalunwa
34113,mbweera
34115,mwarufyu
34120,sakei
34126,kitogoto
34128,ilomba
34129,amuhama
34132,nselembwe
34134,gudedeshi
34136,mtaa wa zingiziwa
34137,embaruway
34138,mitaga
34139,matambwe
34141,disa mtaoni
34142,kamsweke
34144,itungulu
34150,matogolo shule
34153,kabirizi mangaribi
34159,m/kati
34161,mshoka
34164,chiyanga
34168,iziwira
34169,shinga
34170,mirambi
34175,imalangi
34178,shihando
34187,rabai
34190,njeje
34192,nyamkong'oti
34194,no 1
34195,olubomba
34196,dinyanga
34199,nselembwe
34200,kibwe
34201,mhaka
34205,shebomeza
34206,mria
34207,mokoro
34211,mparamawe
34212,tlawi juu
34213,changaraw
34214,lyamko
34216,kajeje
34217,melela
34219,sebuleni
34220,migege
34223,walla
34228,imalangi
34231,mahango
34236,nyanghuluku
34237,stand a
34240,hudumani
34242,ngaganulwa
34247,malla
34248,shebomeza
34250,magoti
34251,tundwi centre
34253,mji a
34257,ikemeja
34260,omukashenyi
34262,usange
34263,ighembe
34265,difungo
34268,marumbo
34269,kiwalaa
34270,mtindili
34271,shuleni street
34273,kiwili
34275,gudedeshi
34278,bukigi
34282,kinyinya
34283,stahabu azimio
34284,nyaga
34285,shuleni street
34287,dakau kati
34288,bastena
34290,migombani juu
34292,endaqulaqula
34294,nselembwe
34299,mwigumbi centre
34305,lung'angali
34306,mgololo
34307,cha mashariki
34308,busengete
34312,mwantondo
34315,engikaleti
34316,mshoka
34318,godauni a
34320,pimbi
34322,nanyati
34323,igegu
34325,benaco
34327,mungaa
34328,kagarama
34331,usisya kati
34334,mzambaraweni
34335,mwiluti
34337,sangamwampuya
34340,tanya
34341,ikunya
34344,nyandagwa
34345,shambwe
34348,jj
34350,mnadan
34352,matongolo
34353,mjenga
34358,ikiligano
34359,mtaa wa kimwani
34362,iropa
34365,kiloba
34370,kigongoni street
34376,batini b
34378,shuleni street
34382,lusangi
34384,nampako
34386,migege
34387,hallu
34388,michenga c
34390,izigira
34392,tuleane
34395,kitwechembogo b
34396,kibululu
34397,shuleni street
34398,mbuyura a
34399,nakibondo
34402,kimiza
34407,bunukangoma
34412,m/kati
34413,mzenga a
34416,junjuhu
34417,hasale
34420,centre
34424,mbae mashariki
34426,ruaha kati
34432,ugunigu
34435,nyakasero
34439,nyabenge
34440,hilu
34442,amuhama
34447,shari kati
34453,m/kati
34455,kilungu
34456,nzumba
34458,kainam
34459,jineri
34460,mjenga
34463,ikiligano
34470,bukene mjini
34473,ruponda
34474,kumutumba
34475,olorieni
34477,igelehedza b
34479,tuleane
34481,parestina
34484,mgololo
34486,jj
34488,uyamba
34491,tlawi juu
34497,lituta
34498,masange
34499,mvumi a
34501,chapulwa
34502,parestina
34503,mkeha
34504,ngweni
34505,riata
34506,bermi a
34508,simha
34511,mabamba mjini
34514,nyarukongogo a
34516,chiloloma
34517,mpeto b
34518,maloya
34519,simha
34521,irangi
34529,kabagombe
34530,mwagala b
34533,unyarughe
34534,ikokotela
34536,maliasili
34538,matambwe
34542,ikovo
34543,usisya kati
34559,stand a
34561,senta 'a'
34562,nsololo tankini
34564,simha
34566,masela
34568,kamagambo
34570,makao makuu b
34573,kiegeani
34574,igegu
34575,ipilingitya
34576,kitogoto
34578,moa
34579,mbarika
34582,ilela
34583,kateela
34584,igominyi
34586,mandawa
34588,mgololo
34589,ngombezi
34590,mugombe b
34591,mkapita
34593,marumbo
34595,mheta
34596,zegereni
34597,mang'amba
34598,omukashenyi
34599,mji a
34601,mji a
34603,no 1
34605,mipeko b
34607,kanalunwa
34609,amuhama
34610,bukigi
34612,madizini kati
34613,shanga
34614,funguni
34616,kwaraa
34617,kabera
34618,kiwida
34619,mabamba mjini
34622,bwawan
34623,ngogomoni
34628,gedamar b
34634,komstari
34636,isalalo
34637,national park
34638,gwiru
34644,lufiti
34646,irole
34652,ngwala kati
34654,mumigezi
34656,nyashitundu
34658,kishewa
34659,bugumwa
34660,u
34662,omukashenyi
34663,gawal
34670,luhiti
34671,ngayagaye
34676,kigale
34677,maliasili
34679,mahongole a
34684,mandel
34685,kaluyango
34687,kihogazi
34689,mokoro
34690,iwanga kati
34697,mshwamba
34699,kasanda
34701,matanda
34704,matini
34707,irangi
34708,ishigwandama
34710,endasak
34712,ngayagaye
34715,bunukangoma
34717,kasese
34721,hilu
34727,eworendeke
34728,kibengele
34729,udumuka
34733,ngado
34736,mumigezi
34739,nsambya
34741,kasanda
34742,junjuhu
34743,emao
34747,oloshonokie
34748,kiria b
34755,mishenye
34756,nyashishi
34759,msimba a
34764,kingobwe
34765,dosidosi
34766,nyipala
34767,shuleni street
34774,misheni kati
34776,chakwale mjini
34778,mahokoi
34779,katoke centre
34780,sayuni
34788,kiwela a
34789,lusahunga kati
34790,chela center
34791,mubamba
34793,benaco
34794,makando
34796,kibati
34797,handei
34799,chamti
34802,ilulu b
34805,engikaleti
34806,kibengele
34807,kwetongo
34808,mkwalia
34812,jj
34815,urua
34819,nyamerama
34822,irangi
34823,nyambili kaskazin
34828,ndalambo kati
34832,ngayagaye
34835,mijelejele
34838,kenswa mta wa kwanza
34839,miziro
34842,nyamisati a
34844,godauni a
34847,isalalo
34851,m/kati
34854,sebuleni
34857,kumwai
34859,chiyanga
34861,madizini kati
34863,isalalo
34865,rabai
34867,mtindili
34870,mbweni
34871,tela chini
34873,kida chini
34875,mbaaseny
34878,no 1
34879,ngelele
34880,lusahunga kati
34883,mbesi
34884,jj
34885,busota
34887,godauni a
34890,engutukoit
34891,chambishi
34892,m/kati
34895,nsambya
34896,kashenshero
34899,mirambi
34900,tupa
34908,migege
34909,ccb
34910,kitamuri
34912,magoti
34915,mofi
34918,kidalini
34919,mbagula chini
34922,ihenye
34923,miyomboni
34924,moniki
34925,mikameni
34928,kwigena
34930,rabiro
34932,hilu
34934,engutukoit
34939,ambureni
34944,shungubweni
34946,u
34948,nyabusozi
34951,shuleni street
34953,izika
34954,nselembwe
34955,godauni a
34958,digodigo mjini
34959,mavinuni
34962,imisigiyo
34965,mkoza
34969,meshili
34970,moivaro
34973,mwamagunguli
34978,ngerekwe
34990,msela
34992,jineri
34997,mjenga
34999,mirambi
35003,shinga
35004,mandel
35005,rutenge a
35006,mbesi
35009,katanini street
35010,igominyi
35011,mandel
35013,nyabenge
35019,busota
35022,manuwas
35023,nyanghuluku
35027,okaseni chini
35029,mbesi
35030,mkomambinda
35035,tangu
35038,amrushu kisale
35039,kereshu
35042,singiwe a
35043,no 1
35044,kigongoni street
35048,kanalunwa
35050,nyabihore
35052,kasanda
35053,makugulu 'b'
35055,mkoka
35057,bermi a
35058,zobogo
35060,m/kati
35062,mpandapanda
35063,iyalawe
35066,simbo
35069,matanda
35071,nyanghuluku
35075,kwiriba
35076,namatanda
35078,mria
35083,eworendeke
35084,kwevigingi
35086,bugugo
35087,gumali
35090,kibululu
35091,isingiro stati
35098,kwaraa
35099,isevia
35101,mkongea
35103,nampako
35104,kasumo
35105,kumkomakoma
35108,kashenshero
35109,mrau
35111,luwaita juu
35117,mshoka
35120,tupa
35122,nanyati
35124,cha mashariki
35127,kigale
35137,mhaka
35138,komolo
35141,godauni a
35144,kabera
35148,isingiro stati
35150,ikiligano
35154,kwiriba
35167,uhemeli kati
35168,mabamba mjini
35169,kahangara
35172,nselembwe
35174,bulifani
35176,mgeo
35177,ngelele
35182,mubamba
35186,mwaluzilo
35188,weruweru
35197,imalangi
35198,saja kati
35199,kaduduma
35200,kahangara
35201,imalangi
35203,sebuleni
35204,lukozi
35205,lusangi
35210,kanalunwa
35211,nkiniziwa c
35214,kwamshitu
35215,kahangara
35219,kahangara
35220,kombere
35222,nselembwe
35223,nemba
35225,kidalini
35226,chiminula a
35230,hilu
35231,kuvukareli
35233,chisichili
35234,ukereni
35236,liwola
35237,tela chini
35238,shebomeza
35243,gedamar b
35245,kanalunwa
35246,nyachanga
35248,mfulu
35249,sogeambele
35250,ipapa kati
35256,kidalini
35261,misha
35262,masa chini
35263,mubamba
35265,kibisha
35266,ilongelo
35268,kimiza
35269,m/kati
35270,makwale wanu
35272,mugombe b
35274,olorieni
35275,mandawa
35286,dulaghag
35287,dulaghag
35288,ismailiya
35291,nyambili kaskazin
35292,mzambaraweni
35298,pimbi
35300,simambwe
35305,ugunigu
35307,imalangi
35309,madindika
35310,mikameni
35313,madindo
35314,kuvukareli
35316,miyomboni
35319,ngeke
35322,bukigi
35323,lusangi
35325,mijelejele
35326,kaseke
35327,ilomba
35328,muningori
35329,makomba
35331,walla
35333,mbweera
35334,wiri
35336,kabera
35338,lusind
35341,mbagula chini
35343,mbweera
35344,omukashenyi
35345,walla
35347,sakei
35348,toatoa
35350,difungo
35352,kishoju 1
35356,komstari
35357,imalangi
35359,walla
35361,lepoloseki
35363,nyundo
35364,mengeni
35366,isoka
35375,masange
35376,ubela
35377,chiminula a
35380,ndalambo kati
35382,m/kati
35383,kibori
35391,vuliva
35393,kyenje
35394,kiwili
35396,kitamuri
35401,mraurau
35405,mwantondo
35406,michenga c
35407,hemwambo
35409,kudipera
35411,bulale
35413,mengeni
35415,no 1
35417,m/kati
35419,makao makuu b
35422,chiminula a
35423,magoweko
35427,doroto
35428,mkapita
35431,i/kati
35434,mikameni
35437,nemba
35438,migambo
35446,salanga
35450,yungu
35451,stahabu azimio
35457,longululu
35459,dakau kati
35462,kaluyango
35463,kibama
35465,mkoka
35466,kainam
35468,benaco
35469,namalema
35470,kigugu
35471,mnadan
35477,shambwe
35480,wasso
35486,mria
35487,godauni a
35488,nyanzenda center
35497,lulanzi
35498,tuleane
35500,jumuiya
35501,kamnyalile
35503,ngerezini
35506,kuvukareli
35509,mlucha
35517,kisumba kati
35518,lusangi
35521,kasasa
35526,chumo b
35528,lusangi
35531,kigale
35532,maliseni
35533,no 1
35543,lugongoni
35544,tewe
35545,godown a
35547,kahangara
35548,komsanga
35549,iyembela b
35553,kitahemu
35557,umarini
35561,no 1
35565,kwaraa
35567,mikaragata
35579,ipilingitya
35581,ngerengere kaskazini
35582,tuleane
35583,nsololo tankini
35585,kiromo b
35587,kabera
35588,eworendeke
35590,mhaka
35591,new city
35592,mganza kati
35598,makaro
35599,mkondachi
35602,mgama a
35605,itugutu
35614,msanzi kati
35619,urua
35623,sogeambele
35624,mwabakali
35627,okaseni chini
35629,mahongole a
35633,kipera njiapanda
35635,kashenshero
35637,itungulu
35640,shambwe
35642,mkukwe
35643,kwa jokoo
35644,lusangi
35645,mabamba mjini
35649,tariso
35650,kyangwe
35652,namalema
35656,sopa kati
35662,imalangi
35663,busekwa
35668,mtamba chini
35669,budushi b
35670,siuyu
35672,kigugu
35675,kemugongo a
35676,wahe
35677,uponera juu
35679,nkhoma
35680,matadi a
35682,kumwai
35683,tuleane
35684,igelango
35685,mishenye
35686,madizini kati
35687,tupa
35688,chumo b
35689,ngoswak
35692,liomero
35695,nyashishi
35696,mrukurazo
35697,kiwalaa
35698,funguni
35699,mkapita
35704,batini b
35705,kilungu
35708,jj
35709,nsongoro
35711,shambwe
35712,stand a
35715,kishewa
35716,benaco
35717,mengeni
35721,mnyusi b
35727,bugoloka
35730,usesi
35733,malinyi mjini
35735,ihenye
35736,kuvukareli
35737,ukereni
35744,kishiha
35750,mkomang'ombe
35751,stand a
35755,mara a
35756,shuleni street
35757,shuleni street
35760,mji a
35762,tuleane
35763,kagoye b
35764,nyaga
35765,mazighani
35766,lusahunga kati
35768,ishilanga
35771,ndamba
35777,maliasili
35781,tandai
35782,kisanzuni
35783,mkapita
35786,tewe
35787,matyazo a
35788,malla
35789,mria
35794,maliasili
35796,lusangi
35797,nyabihore
35799,mwabakali
35800,manga juu
35801,lowasi
35804,busota
35810,kapolo
35816,zaburi
35820,igelehedza b
35827,irua
35829,sumlei
35830,mubamba
35836,nyanzenda center
35838,mji a
35839,mtindili
35842,kenswa mta wa kwanza
35844,mgholo
35845,kwitangi
35846,naromolu
35847,ngelele
35849,siuyu
35852,itete a
35853,nyanzenda center
35857,njeje
35861,mjenga
35863,mtalala
35865,mabamba mjini
35866,nsololo tankini
35868,mtindili
35870,ipombwe
35872,maring'a juu
35876,ilela
35878,seneto
35879,miziro
35883,ipapa kati
35884,kibama
35886,difungo
35887,tahuru
35889,ngelele
35893,isalalo
35895,nyambili kaskazin
35897,pimbi
35899,riata
35903,bulifani
35904,kitipwi
35908,kidoma
35911,makiungu
35912,mahango
35914,kihogazi
35917,kiegeani
35918,lyamrakana
35921,lituta
35923,moteti
35924,wita
35926,shebomeza
35927,handei
35928,rusesa
35929,madizini kati
35930,rwisaka
35931,hilu
35933,migege
35934,shuleni street
35935,national park
35936,iyalawe
35938,mahongole a
35939,shebomeza
35940,tupa
35943,ndalambo kati
35944,chapulwa
35945,junjuhu
35946,lusangi
35947,isalalo
35948,songosongo
35951,kanalunwa
35956,kabagombe
35957,vumari
35961,matindigani street
35962,imalangi
35963,ipilingitya
35964,ngoswak
35965,kidoma
35966,ngelele
35967,omukashenyi
35969,bwawan
35972,miaseni
35973,iponda
35975,mtamba shule
35976,uhemeli kati
35982,bitare kati
35984,chakwale mjini
35987,moniki
35988,mshoka
35993,bulyang'ombe kati
35994,ipondejo
35996,tandai
35997,ikovo
36005,kibana
36006,libaratua
36008,nyambili kaskazin
36009,iyalawe
36010,bugumwa
36013,namwawala a
36014,no 1
36016,itinde
36019,tuleane
36021,wasso
36028,ishigwandama
36029,ruvuma a
36031,stand a
36035,budushi b
36037,bukiriro kati
36038,mengeni
36039,nanyati
36040,mtalala
36041,lisimonji
36042,ikungulyankoma
36043,mirambi
36044,ipondejo
36046,malla
36052,tuleane
36055,rwisaka
36056,hinjiri
36060,disa mtaoni
36062,stand a
36067,nyanghuluku
36068,rukira
36070,ugimu
36071,mpuguso
36079,kaduduma
36082,hinjiri
36083,matadi a
36086,walla
36089,nsojo
36090,mnola
36091,kuvukareli
36093,kasumo
36096,qossos
36097,nsongoro
36100,mungumaji
36101,kishale
36102,mungoma
36103,kasasa
36104,kitonto
36106,kombere
36108,chumvu juu
36109,amuhama
36111,sia
36114,ibadakuli kati
36115,imalangi
36116,chivu b
36117,kumwai
36121,kahangara
36122,kabagombe
36124,kuvukareli
36127,okaseni chini
36129,maduka
36139,igegu
36141,nkeso a
36143,mkukwe
36144,shanga
36151,centre
36152,kiverenge
36154,kigero
36158,meshili
36160,olodendereit
36163,idopedope
36165,centre
36166,misha
36167,nyambili kaskazin
36174,bukigi
36176,kimandolu
36177,mtimbwani a
36178,kamwene
36179,kigale
36181,kidalini
36185,mchekeni
36186,mabamba mjini
36188,igegu
36194,bunukangoma
36196,kumwai
36197,kamnyalile
36201,kidalini
36204,fungafunga
36206,usisya kati
36208,mkomang'ombe
36213,bukene mjini
36214,nsololo tankini
36218,kibengele
36219,lwanji
36220,izika
36222,igegu
36226,go down
36227,dosidosi
36229,bermi a
36233,kibati
36234,misha
36235,kasanda
36236,kuvukareli
36238,mafungu mifugoni
36240,nguti
36247,ismailiya
36248,kamagambo
36251,isingiro stati
36253,kibunduga
36257,lepoloseki
36259,msanzi kati
36260,kaseke
36261,ugimu
36265,magoweko
36268,kireeni
36270,mengeni
36271,saja kati
36273,kibululu
36274,zongomela
36275,mijelejele
36277,izigira
36278,mumigezi
36279,imalangi
36280,yungu
36282,ishigwandama
36284,jj
36289,katuruka
36297,mitengwe mashariki
36307,mgeduli
36309,kabwana
36310,mji a
36313,changaraw
36315,busota
36317,magoweko
36322,kasanda
36325,chakwale mjini
36326,mzenga a
36327,dosidosi
36330,sangamwampuya
36331,katanini street
36333,chela center
36334,chalangwa a
36336,kilungu
36338,tia
36340,nyashishi
36341,mtimbe
36343,miguruwe
36344,emao
36346,lituhi 'a'
36347,mbesi
36349,mofi
36351,ikokotela
36357,mwantondo
36367,mahuu
36368,kigonigoni
36369,mzenga a
36370,mhaka
36371,mankwi
36374,chakwale mjini
36378,ngelele
36383,kaluyango
36384,no 1
36387,kibululu
36389,mlesa
36390,ikiligano
36392,mikole
36393,ilela
36397,lubindi
36399,mubamba
36401,gwanumpu a
36402,uhemeli kati
36403,mbingu
36410,kibwe
36413,lepoloseki
36414,nzihi b
36419,godauni a
36422,centre
36424,mkoka
36428,ruvuma a
36432,komankwavi
36433,nguti
36439,simbo
36440,kiwela a
36443,toronto
36444,mandel
36445,sangamwampuya
36449,parestina
36451,sia
36452,mgholo
36453,kiloba
36455,kiegeani
36458,mlesa
36460,ngando
36461,chumvu juu
36465,ngelele
36467,amuhama
36468,mshoka
36471,mabamba mjini
36472,itefa
36473,igomamhuli a
36476,mungumaji
36477,mtamba kati
36478,nakibondo
36479,msimba a
36484,wichamike
36491,centre
36493,kinepa
36496,bastena
36498,yungu
36500,emao
36507,omukashenyi
36509,jj
36510,mahongole a
36512,nkiniziwa c
36514,sebuleni
36517,upondya
36524,matyazo a
36525,kiwili
36527,larmaroro
36530,nduta
36531,ilomba
36534,itundu
36536,unyang'ongo
36537,izigira
36542,welu kati
36545,orbesh
36547,kingobwe
36548,nsojo
36549,lubele
36551,kamilangete
36552,buseko
36554,kibosou
36558,magubika
36562,mnadan
36564,mahokoi
36565,mpandapanda
36569,no 1
36570,igelango
36574,embaruway
36575,usisya kati
36576,ngerekwe
36577,bunukangoma
36582,itaba
36583,nanyati
36586,mnola
36588,buhekela
36590,jineri
36597,rulenge mjini
36598,ikungula
36601,ng'ai
36602,lutumbi
36606,kenswa mta wa kwanza
36612,bitare kati
36613,mabamba mjini
36615,lukobe
36623,tambuka relini
36627,mashishineni
36629,komstari
36630,shabayanda
36631,lisimonji
36632,kasanda
36634,kumwai
36635,mtamba chini
36636,kagondo kaifo
36638,nzumba
36640,nyaga
36641,msela
36643,kamagambo
36646,chiminula a
36648,rwisaka
36650,kasanda
36651,makugulu 'b'
36652,matadi a
36653,dosidosi
36654,mandateni
36656,kiswila
36658,kwiriba
36661,tupa
36663,hinjiri
36664,nyaga
36667,kereshu
36669,reha
36675,mumigongo
36678,dinyanga
36680,tuleane
36683,ngagama
36684,kwiriba
36686,bangamoyo
36688,igelango
36694,amuhama
36695,mungoma
36697,emao
36699,mnadan
36702,izika
36706,kainam
36711,wasso
36712,no 1
36713,hasale
36715,mkuya
36716,ruvuma juu
36719,ishihimulwa
36726,arkaria
36727,kabwana
36728,ngerekwe
36733,nanga kati
36734,junjuhu
36735,kigale
36741,mbesi
36743,kisemvule mjini
36745,mpingi b
36749,nyamkong'oti
36751,mwitambo
36756,tuleane
36758,kishewa
36760,mahango
36767,itungulu
36772,ikiligano
36773,lepoloseki
36775,meshili
36776,rutenge a
36777,bulila
36779,kimelembe kati
36780,msanzi kati
36781,mgwashi
36782,mgwashi
36786,liwola
36789,nyalikungu
36795,mkapita
36796,nkeso a
36798,matwalani
36801,kumwai
36803,ruhuwiko kanis
36804,kinepa
36805,sogeambele
36807,laiza
36808,nyakuguma
36809,stendi mpya
36810,lufilyo
36812,tuleane
36813,gumali
36815,mtalala
36816,ruvuma juu
36817,ishilanga
36818,mwalukuliko
36819,godown a
36820,chakwale mjini
36826,jj
36827,kibati
36828,magadu
36830,kilungu
36835,nampako
36839,kwiriba
36841,siuyu
36842,lusangi
36843,zobogo
36847,difungo
36849,mubamba
36851,nyarukongogo a
36852,mokoro
36853,kigale
36854,kitali
36855,simbo
36858,mariranga
36861,stand a
36863,tela chini
36868,ruponda
36869,kigale
36871,lepoloseki
36872,makovo
36873,chumo b
36882,unguuni
36886,bugumwa
36892,sangamwampuya
36894,nyangova
36901,ndulele
36902,kijombo k
36903,kitipwi
36905,nsololo tankini
36906,mubamba
36908,imalangi
36909,nyakisiku
36910,lyamrakana
36911,ndamba
36912,mshoka
36915,nzihi b
36917,mahongole a
36920,dumanang
36921,lusangi
36924,mwinja
36925,shuleni street
36927,ibadakuli kati
36930,ibiki kati
36931,mbarika
36932,kowere
36933,kabela
36934,ilongelo
36935,mwakilu
36944,itete a
